date,district,latitude,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2
28-12-2016,Meerut,28.98,15.82,0,1.55,12.61
29-12-2016,Meerut,28.98,14.83,0,1.37,8.96
30-12-2016,Meerut,28.98,13.53,0,1.51,7.64
31-12-2016,Meerut,28.98,13.13,0,1.66,8.51
01-01-2017,Meerut,28.98,15.38,0.26,1.57,10.55
02-01-2017,Meerut,28.98,16.15,0.06,1.32,9.81
03-01-2017,Meerut,28.98,16.15,0,1.34,11.2
04-01-2017,Meerut,28.98,17.18,0,1.32,10.81
05-01-2017,Meerut,28.98,17.63,0,1.14,11.26
06-01-2017,Meerut,28.98,16.97,0.16,2.02,11.45
07-01-2017,Meerut,28.98,14.61,9.11,2.1,2.81
08-01-2017,Meerut,28.98,13.01,0,1.07,8.94
09-01-2017,Meerut,28.98,11.5,0,1.98,10.69
10-01-2017,Meerut,28.98,9.65,0,2.64,13.9
11-01-2017,Meerut,28.98,8.61,0,2.26,14.55
12-01-2017,Meerut,28.98,8.96,0.11,2.08,13.35
13-01-2017,Meerut,28.98,9.84,0,1.8,12.48
14-01-2017,Meerut,28.98,10.64,0.01,1.57,11.53
15-01-2017,Meerut,28.98,14.24,0.04,1.03,12.34
16-01-2017,Meerut,28.98,13.67,0.05,1.83,11.32
17-01-2017,Meerut,28.98,10.74,0.02,1.83,10.41
18-01-2017,Meerut,28.98,12.32,0,1.94,12.4
19-01-2017,Meerut,28.98,12.44,0,2.84,13.94
20-01-2017,Meerut,28.98,12.03,0,2.62,14.61
21-01-2017,Meerut,28.98,13.63,0,1.86,8.56
22-01-2017,Meerut,28.98,16.48,0.01,1.9,10.02
23-01-2017,Meerut,28.98,16.27,0,2.18,12.26
24-01-2017,Meerut,28.98,16.04,0,1.62,12.2
25-01-2017,Meerut,28.98,19,0.01,1.93,10.15
26-01-2017,Meerut,28.98,18.56,4.85,2.77,4.17
27-01-2017,Meerut,28.98,13.94,11.51,1.8,11.32
28-01-2017,Meerut,28.98,14.04,0,2.36,12.82
29-01-2017,Meerut,28.98,15.82,0,2.63,13.14
30-01-2017,Meerut,28.98,16.03,0,1.65,13.41
31-01-2017,Meerut,28.98,16.03,0,1.96,14.06
01-02-2017,Meerut,28.98,15.14,0,1.93,14.63
02-02-2017,Meerut,28.98,15.05,0,1.14,13.23
03-02-2017,Meerut,28.98,16,0,1.42,13.18
04-02-2017,Meerut,28.98,17.64,0,2.01,11.59
05-02-2017,Meerut,28.98,17.23,0.77,1.64,8.86
06-02-2017,Meerut,28.98,15.51,0.13,2.44,13.37
07-02-2017,Meerut,28.98,13.89,0,2.38,16.87
08-02-2017,Meerut,28.98,15.35,0,1.71,15.92
09-02-2017,Meerut,28.98,14.48,0,2.44,16.88
10-02-2017,Meerut,28.98,14.06,0,2.22,17.95
11-02-2017,Meerut,28.98,15.3,0,1.39,16.79
12-02-2017,Meerut,28.98,15.67,0,1.13,13.9
13-02-2017,Meerut,28.98,15.81,0,2.01,16.15
14-02-2017,Meerut,28.98,16.46,0,2.24,17.82
15-02-2017,Meerut,28.98,18.32,0,2.04,16.92
16-02-2017,Meerut,28.98,21.23,0,3.11,15.26
17-02-2017,Meerut,28.98,20.52,0,2.8,13.58
18-02-2017,Meerut,28.98,21.35,0,2.58,17.04
19-02-2017,Meerut,28.98,22.7,0,2.02,17.51
20-02-2017,Meerut,28.98,23.2,0.02,1.79,17.38
21-02-2017,Meerut,28.98,19.02,0.23,2.26,17.17
22-02-2017,Meerut,28.98,18.3,0,2.12,19.74
23-02-2017,Meerut,28.98,17.52,0,3.16,20.44
24-02-2017,Meerut,28.98,17.87,0,3.83,21.09
25-02-2017,Meerut,28.98,19.01,0,3.46,20.44
26-02-2017,Meerut,28.98,19.39,0,2.65,20.92
27-02-2017,Meerut,28.98,19.68,0,2.25,20.08
28-02-2017,Meerut,28.98,22.04,0,1.82,18.11
01-03-2017,Meerut,28.98,23.47,0.22,1.52,14.91
02-03-2017,Meerut,28.98,22.05,0.4,1.71,12.94
03-03-2017,Meerut,28.98,20.42,0,2.26,17.21
04-03-2017,Meerut,28.98,18.91,0,2.3,21.76
05-03-2017,Meerut,28.98,19.41,0,3.07,21.5
06-03-2017,Meerut,28.98,20.69,0,2.85,21.44
07-03-2017,Meerut,28.98,21.74,0,1.54,17.82
08-03-2017,Meerut,28.98,21.81,0.18,2.58,15.66
09-03-2017,Meerut,28.98,21.69,3.15,1.69,16.82
10-03-2017,Meerut,28.98,19.92,3.97,2.44,14.92
11-03-2017,Meerut,28.98,17.3,2.71,1.85,16.78
12-03-2017,Meerut,28.98,16.7,0,2.05,21.1
13-03-2017,Meerut,28.98,16.71,0,2.55,21.48
14-03-2017,Meerut,28.98,18.09,0,1.69,20.91
15-03-2017,Meerut,28.98,19.73,0,2.24,21.55
16-03-2017,Meerut,28.98,21.86,0.04,2.15,19.68
17-03-2017,Meerut,28.98,21.3,0.03,2.79,22.11
18-03-2017,Meerut,28.98,21.95,0,2.16,21.27
19-03-2017,Meerut,28.98,22.66,0,2.12,18.91
20-03-2017,Meerut,28.98,23.26,0,2.69,22.58
21-03-2017,Meerut,28.98,25.18,0,2.83,22.17
22-03-2017,Meerut,28.98,27.55,0,2.91,23.1
23-03-2017,Meerut,28.98,28.44,0,2.03,22.25
24-03-2017,Meerut,28.98,28.05,0,2.39,20.28
25-03-2017,Meerut,28.98,27.04,0,3.01,23.67
26-03-2017,Meerut,28.98,28.61,0,3.81,24.22
27-03-2017,Meerut,28.98,29.88,0,3.63,23.98
28-03-2017,Meerut,28.98,30.43,0,2.98,23.07
29-03-2017,Meerut,28.98,31.65,0,3.15,23.94
30-03-2017,Meerut,28.98,31.98,0,3.7,24.02
31-03-2017,Meerut,28.98,31.93,0,2.52,22.21
01-04-2017,Meerut,28.98,31.84,0,3.04,24.53
02-04-2017,Meerut,28.98,31.27,0,3.19,24.38
03-04-2017,Meerut,28.98,30.9,0,2.74,24.84
04-04-2017,Meerut,28.98,30.99,0,1.81,19.4
05-04-2017,Meerut,28.98,31.47,9.38,2.24,21.68
06-04-2017,Meerut,28.98,29.11,1.63,3.98,23.22
07-04-2017,Meerut,28.98,25.95,0.01,1.88,20.84
08-04-2017,Meerut,28.98,25.72,0,2.31,24.92
09-04-2017,Meerut,28.98,25.16,0,3.91,27.05
10-04-2017,Meerut,28.98,26.02,0,4.68,27.79
11-04-2017,Meerut,28.98,27.74,0,4.23,27.19
12-04-2017,Meerut,28.98,29.29,0,2.88,26.55
13-04-2017,Meerut,28.98,30.86,0,1.57,25.66
14-04-2017,Meerut,28.98,32.08,0,1.46,24.55
15-04-2017,Meerut,28.98,33.25,0,2.3,25.38
16-04-2017,Meerut,28.98,33.47,0,1.57,26.6
17-04-2017,Meerut,28.98,34.1,0,1.72,25
18-04-2017,Meerut,28.98,34.91,0,2.17,24.83
19-04-2017,Meerut,28.98,34.86,0,3.01,25.66
20-04-2017,Meerut,28.98,35.65,0,2.03,25.55
21-04-2017,Meerut,28.98,35.77,0,1.72,23.12
22-04-2017,Meerut,28.98,35.63,0.35,2.22,22.03
23-04-2017,Meerut,28.98,33.9,1.78,2.96,24.05
24-04-2017,Meerut,28.98,32.86,0,3.24,24.43
25-04-2017,Meerut,28.98,31.6,0,3.76,26.47
26-04-2017,Meerut,28.98,31.45,0.15,2.24,25.14
27-04-2017,Meerut,28.98,32.27,0,2.2,22.15
28-04-2017,Meerut,28.98,33.08,0.02,2.16,21.44
29-04-2017,Meerut,28.98,33.67,0.09,2.32,20.4
30-04-2017,Meerut,28.98,33.66,0.46,1.71,23.23
01-05-2017,Meerut,28.98,31.86,0.06,1.47,25.49
02-05-2017,Meerut,28.98,33.43,0,1.75,26.69
03-05-2017,Meerut,28.98,33.65,0,1.92,14.18
04-05-2017,Meerut,28.98,32.74,0.39,2.53,26.18
05-05-2017,Meerut,28.98,34.19,0.01,3.3,25.18
06-05-2017,Meerut,28.98,34.84,0,1.91,25.5
07-05-2017,Meerut,28.98,36.55,0,2.39,25.1
08-05-2017,Meerut,28.98,36.88,0,1.79,24.58
09-05-2017,Meerut,28.98,37.05,0.02,1.47,25.43
10-05-2017,Meerut,28.98,36.58,0,2.44,24.42
11-05-2017,Meerut,28.98,36.1,0.1,1.57,25.99
12-05-2017,Meerut,28.98,36.62,0,1.5,22.39
13-05-2017,Meerut,28.98,37.07,0.65,3.61,25.68
14-05-2017,Meerut,28.98,38.12,0,3.22,25.43
15-05-2017,Meerut,28.98,37.99,0,2.88,27.45
16-05-2017,Meerut,28.98,37.72,0,3.89,25.07
17-05-2017,Meerut,28.98,35.34,0.68,1.79,17.79
18-05-2017,Meerut,28.98,35.04,0.47,1.48,23.13
19-05-2017,Meerut,28.98,36.04,0.26,1.69,19.79
20-05-2017,Meerut,28.98,36.19,0.11,2.51,19.68
21-05-2017,Meerut,28.98,36.59,0.02,2.34,22.73
22-05-2017,Meerut,28.98,32.85,4.56,2.05,8.44
23-05-2017,Meerut,28.98,34.52,0.01,1.95,24.27
24-05-2017,Meerut,28.98,36.79,0.31,1,24.99
25-05-2017,Meerut,28.98,37.42,0,1.47,25.44
26-05-2017,Meerut,28.98,38.29,0.1,1.54,25.68
27-05-2017,Meerut,28.98,38.13,0.38,1.49,26.13
28-05-2017,Meerut,28.98,35.76,2.22,2.89,24.26
29-05-2017,Meerut,28.98,33.98,3.35,1.98,18.14
30-05-2017,Meerut,28.98,33.92,0.67,1.05,24.31
31-05-2017,Meerut,28.98,34.88,0.29,1.47,12.57
01-06-2017,Meerut,28.98,33.45,3.28,2.05,22.7
02-06-2017,Meerut,28.98,34.78,0.04,3.2,27.22
03-06-2017,Meerut,28.98,38.24,0,3.98,25.87
04-06-2017,Meerut,28.98,39.59,0,3.84,25.43
05-06-2017,Meerut,28.98,39.93,0,5.68,24.34
06-06-2017,Meerut,28.98,38.91,0.21,3.87,23.51
07-06-2017,Meerut,28.98,34.55,11.28,2.03,21.11
08-06-2017,Meerut,28.98,32.82,5.12,1.89,19.3
09-06-2017,Meerut,28.98,33.56,0.27,0.95,22.6
10-06-2017,Meerut,28.98,35.47,0.01,1.33,23.71
11-06-2017,Meerut,28.98,35.03,0.08,1.81,26.1
12-06-2017,Meerut,28.98,34.6,0.07,2.73,26.59
13-06-2017,Meerut,28.98,36.79,0.07,2.62,23.58
14-06-2017,Meerut,28.98,37.92,0.01,2.9,21.78
15-06-2017,Meerut,28.98,36.71,0.07,3.6,24.59
16-06-2017,Meerut,28.98,35.55,2.54,2.04,17.78
17-06-2017,Meerut,28.98,34.97,0.98,1.91,16.51
18-06-2017,Meerut,28.98,35.76,0.49,2.38,20.86
19-06-2017,Meerut,28.98,33.29,14.82,2.04,17.17
20-06-2017,Meerut,28.98,32.67,11.27,1.86,18.11
21-06-2017,Meerut,28.98,31.3,15.36,2.34,19.52
22-06-2017,Meerut,28.98,32.09,0.86,2.33,21.32
23-06-2017,Meerut,28.98,33.28,0,2.46,23.95
24-06-2017,Meerut,28.98,34.66,0,1.68,24.28
25-06-2017,Meerut,28.98,36.13,0.9,0.85,22.75
26-06-2017,Meerut,28.98,35.01,8.24,1.38,22.5
27-06-2017,Meerut,28.98,35.26,2.4,1.48,22.42
28-06-2017,Meerut,28.98,33.68,14.73,1.09,9.68
29-06-2017,Meerut,28.98,30.15,23.12,2.17,12.14
30-06-2017,Meerut,28.98,31.42,6.71,1.81,11.76
01-07-2017,Meerut,28.98,31.33,19.36,1.13,20.92
02-07-2017,Meerut,28.98,32.06,7.03,1.26,10.46
03-07-2017,Meerut,28.98,32.01,1.5,1.53,19.91
04-07-2017,Meerut,28.98,32.92,5.76,2.92,21.47
05-07-2017,Meerut,28.98,32.87,4.24,3,17.05
06-07-2017,Meerut,28.98,32.32,7.37,1.73,14.03
07-07-2017,Meerut,28.98,31.59,9.19,1.77,18.37
08-07-2017,Meerut,28.98,32.87,0.01,1.83,20.23
09-07-2017,Meerut,28.98,33.77,0.06,2.72,21.49
10-07-2017,Meerut,28.98,34.14,0.31,2.68,22.57
11-07-2017,Meerut,28.98,32.04,22.24,2.05,16.76
12-07-2017,Meerut,28.98,29.97,6.26,1.78,14.65
13-07-2017,Meerut,28.98,30.75,0.25,1.86,22.57
14-07-2017,Meerut,28.98,31.02,0.05,2.08,23.01
15-07-2017,Meerut,28.98,31.21,0.69,2,17.44
16-07-2017,Meerut,28.98,31.32,0.19,1.62,15.91
17-07-2017,Meerut,28.98,30.62,8.39,1.7,9.01
18-07-2017,Meerut,28.98,31.79,0.52,1.08,23.71
19-07-2017,Meerut,28.98,33.24,0.44,1.1,24.01
20-07-2017,Meerut,28.98,29.66,13.51,2.19,16.62
21-07-2017,Meerut,28.98,30.66,1.28,1.83,22.46
22-07-2017,Meerut,28.98,30.25,3.49,3.73,17.2
23-07-2017,Meerut,28.98,30.49,0.75,3.44,16.87
24-07-2017,Meerut,28.98,28.47,18.37,2.02,18.48
25-07-2017,Meerut,28.98,29.38,5.73,2.24,16.32
26-07-2017,Meerut,28.98,30.34,2.03,1.54,19.52
27-07-2017,Meerut,28.98,30.25,0.73,1.21,18.16
28-07-2017,Meerut,28.98,30.98,1.04,2.04,19.85
29-07-2017,Meerut,28.98,29.82,0.09,2.37,18.66
30-07-2017,Meerut,28.98,30.64,2.93,1.07,17.76
31-07-2017,Meerut,28.98,28.44,7.94,1.08,12.8
01-08-2017,Meerut,28.98,29.31,10.72,1.41,12.52
02-08-2017,Meerut,28.98,29.51,13.12,2.38,12.6
03-08-2017,Meerut,28.98,30.46,3.88,3.38,16.04
04-08-2017,Meerut,28.98,30.43,2.88,2.58,15.39
05-08-2017,Meerut,28.98,30.6,3.86,1.41,15.57
06-08-2017,Meerut,28.98,31.5,6.28,1.11,15.45
07-08-2017,Meerut,28.98,30.38,6.37,1.3,9.75
08-08-2017,Meerut,28.98,31.41,0.72,0.57,17.12
09-08-2017,Meerut,28.98,30.62,9.87,0.44,12.72
10-08-2017,Meerut,28.98,31.02,2.02,2.51,16.35
11-08-2017,Meerut,28.98,31.59,0.65,3.92,18.98
12-08-2017,Meerut,28.98,31.52,0.21,3.77,18.76
13-08-2017,Meerut,28.98,31.47,0.02,2.76,18.9
14-08-2017,Meerut,28.98,30.94,0.95,1.88,19.95
15-08-2017,Meerut,28.98,31.99,0,1.97,21.2
16-08-2017,Meerut,28.98,31.46,0,2.95,22.41
17-08-2017,Meerut,28.98,31.57,0,2.41,22.2
18-08-2017,Meerut,28.98,31.88,0.02,1.69,20.55
19-08-2017,Meerut,28.98,28.82,28.1,1.5,4.45
20-08-2017,Meerut,28.98,30.33,0.51,1.57,21.62
21-08-2017,Meerut,28.98,30.74,0.43,1.76,20.52
22-08-2017,Meerut,28.98,31.73,2.98,0.75,17.12
23-08-2017,Meerut,28.98,29.92,14.8,0.89,11.78
24-08-2017,Meerut,28.98,29.52,0.77,0.8,16.7
25-08-2017,Meerut,28.98,30.68,2.53,0.62,16.93
26-08-2017,Meerut,28.98,30.35,4.14,1.23,12.57
27-08-2017,Meerut,28.98,31.09,0.5,1.02,21.64
28-08-2017,Meerut,28.98,28.74,5.06,2.37,14.14
29-08-2017,Meerut,28.98,29.11,0.09,2.76,16.57
30-08-2017,Meerut,28.98,29.66,1.35,2.87,16.97
31-08-2017,Meerut,28.98,28.19,17.98,1.99,10.96
01-09-2017,Meerut,28.98,27.89,28.05,1.51,12.88
02-09-2017,Meerut,28.98,27.47,10.67,2.43,13.03
03-09-2017,Meerut,28.98,28.42,0.16,1.58,21.52
04-09-2017,Meerut,28.98,29.03,0,1.61,20.99
05-09-2017,Meerut,28.98,29.32,0.22,2.1,21.14
06-09-2017,Meerut,28.98,29.17,6.3,1.55,20.62
07-09-2017,Meerut,28.98,28.47,14.96,1.19,14.83
08-09-2017,Meerut,28.98,28.45,0,1.29,19.94
09-09-2017,Meerut,28.98,28.85,0,1.7,21.87
10-09-2017,Meerut,28.98,29.31,0.02,1.49,21.76
11-09-2017,Meerut,28.98,29.54,0,1.81,18.47
12-09-2017,Meerut,28.98,29.35,0.01,1.79,19.43
13-09-2017,Meerut,28.98,29.29,0,1.38,19.02
14-09-2017,Meerut,28.98,29.53,0,1.36,13.96
15-09-2017,Meerut,28.98,29.68,0,1.46,19.55
16-09-2017,Meerut,28.98,28.55,0.05,1.38,10.31
17-09-2017,Meerut,28.98,29.25,0,2.19,16.88
18-09-2017,Meerut,28.98,29.09,1.72,1.98,21.13
19-09-2017,Meerut,28.98,28.79,1.25,1.18,19.07
20-09-2017,Meerut,28.98,28.8,0.01,1.16,18.86
21-09-2017,Meerut,28.98,29.19,0.28,1.38,16.13
22-09-2017,Meerut,28.98,25.47,30.09,3.13,3.53
23-09-2017,Meerut,28.98,25.11,68.68,1.63,5.85
24-09-2017,Meerut,28.98,23.77,3.83,1.92,16.59
25-09-2017,Meerut,28.98,25.32,0,1.85,20.97
26-09-2017,Meerut,28.98,25.87,0,1.62,20.91
27-09-2017,Meerut,28.98,26.57,0,1.12,20.62
28-09-2017,Meerut,28.98,27.37,0,1.09,20.36
29-09-2017,Meerut,28.98,27.8,0,1,19.2
30-09-2017,Meerut,28.98,26.75,0,1.25,20.8
01-10-2017,Meerut,28.98,26.19,0,1.18,20.81
02-10-2017,Meerut,28.98,26.57,0,1.22,21.41
03-10-2017,Meerut,28.98,25.82,0,1.25,21.17
04-10-2017,Meerut,28.98,25.45,0,1.06,19.5
05-10-2017,Meerut,28.98,25.85,0,1.56,18.96
06-10-2017,Meerut,28.98,25.69,0,1.72,18.81
07-10-2017,Meerut,28.98,26.45,0,1.38,20.04
08-10-2017,Meerut,28.98,27.73,0,0.85,19.08
09-10-2017,Meerut,28.98,28.53,0,0.73,17.69
10-10-2017,Meerut,28.98,28.01,0,0.88,17.28
11-10-2017,Meerut,28.98,27.9,0,0.72,17.05
12-10-2017,Meerut,28.98,27.21,0,1.24,16.54
13-10-2017,Meerut,28.98,26.79,0,1.63,17.15
14-10-2017,Meerut,28.98,26.27,0,1.39,18.68
15-10-2017,Meerut,28.98,25.9,0,1.5,18.87
16-10-2017,Meerut,28.98,25.75,0,1.5,18.96
17-10-2017,Meerut,28.98,24.67,0,1.7,17.9
18-10-2017,Meerut,28.98,24.51,0,1.7,17.98
19-10-2017,Meerut,28.98,26.56,0,1.09,17.23
20-10-2017,Meerut,28.98,26.57,0,1.32,16.68
21-10-2017,Meerut,28.98,24.56,0,1.86,15.36
22-10-2017,Meerut,28.98,25.76,0,1.19,17.49
23-10-2017,Meerut,28.98,25.44,0,1.18,17.27
24-10-2017,Meerut,28.98,23.2,0,1.94,15.56
25-10-2017,Meerut,28.98,22.89,0,1.45,14.96
26-10-2017,Meerut,28.98,24.31,0,0.8,13.73
27-10-2017,Meerut,28.98,23.73,0,1.17,13.43
28-10-2017,Meerut,28.98,23.09,0,1.1,15.17
29-10-2017,Meerut,28.98,22.35,0,1.2,13.37
30-10-2017,Meerut,28.98,22.23,0,1.1,13.44
31-10-2017,Meerut,28.98,22.21,0,0.94,12.31
01-11-2017,Meerut,28.98,21.53,0,1.17,13.15
02-11-2017,Meerut,28.98,21.38,0,1.23,12.82
03-11-2017,Meerut,28.98,23,0,0.63,11.53
04-11-2017,Meerut,28.98,23.71,0,0.9,12.34
05-11-2017,Meerut,28.98,23.13,0,1.15,13.07
06-11-2017,Meerut,28.98,20.99,0,1.55,11.12
07-11-2017,Meerut,28.98,19.8,0,1.41,10.86
08-11-2017,Meerut,28.98,19.63,0,1.69,9.7
09-11-2017,Meerut,28.98,20.61,0,1.6,10.49
10-11-2017,Meerut,28.98,20.56,0,1.39,11.3
11-11-2017,Meerut,28.98,20.18,0,1.31,10.67
12-11-2017,Meerut,28.98,19.24,0,1.53,10.51
13-11-2017,Meerut,28.98,20.38,0,0.92,11.04
14-11-2017,Meerut,28.98,19.18,0,2.15,11.06
15-11-2017,Meerut,28.98,19.47,0,1.54,9.69
16-11-2017,Meerut,28.98,19.56,0,1.5,10.31
17-11-2017,Meerut,28.98,19.1,0.05,2.18,9.44
18-11-2017,Meerut,28.98,19.43,0.09,2.19,8.33
19-11-2017,Meerut,28.98,18.01,0.01,2.67,11.11
20-11-2017,Meerut,28.98,15.86,0,2.27,12.4
21-11-2017,Meerut,28.98,15.24,0,2.26,13.81
22-11-2017,Meerut,28.98,15.63,0,2.29,13.8
23-11-2017,Meerut,28.98,15.83,0,2.12,14.28
24-11-2017,Meerut,28.98,15.31,0,1.87,13.73
25-11-2017,Meerut,28.98,16.33,0,1.69,13.37
26-11-2017,Meerut,28.98,16.99,0,1.55,13.23
27-11-2017,Meerut,28.98,15.2,0,2.17,13.04
28-11-2017,Meerut,28.98,17.04,0,1.75,14.03
29-11-2017,Meerut,28.98,18.47,0,0.78,13.68
30-11-2017,Meerut,28.98,16.89,0,1.66,12.75
01-12-2017,Meerut,28.98,16.48,0,1.42,12.69
02-12-2017,Meerut,28.98,17.15,0,1.09,11.71
03-12-2017,Meerut,28.98,16.74,0,1.19,8.59
04-12-2017,Meerut,28.98,16.59,0,1.19,8.88
05-12-2017,Meerut,28.98,17.33,0,1.28,6.68
06-12-2017,Meerut,28.98,16.91,0,1.56,9.18
07-12-2017,Meerut,28.98,16.54,0,2.09,12.63
08-12-2017,Meerut,28.98,15.93,0,2.27,13.98
09-12-2017,Meerut,28.98,16.68,0,1.18,13.52
10-12-2017,Meerut,28.98,17.09,0,1.13,13.19
11-12-2017,Meerut,28.98,16.71,0.51,1.15,7.16
12-12-2017,Meerut,28.98,15.98,6.42,1.48,10.03
13-12-2017,Meerut,28.98,14.2,0,1.54,7.87
14-12-2017,Meerut,28.98,12.7,0,2.04,8.32
15-12-2017,Meerut,28.98,12.56,0,2.47,10.21
16-12-2017,Meerut,28.98,11.63,0,3.07,12.24
17-12-2017,Meerut,28.98,12.15,0,3.09,14.2
18-12-2017,Meerut,28.98,13.39,0,2.92,13.74
19-12-2017,Meerut,28.98,14.57,0,2.1,11.02
20-12-2017,Meerut,28.98,15.34,0,1.27,9.41
21-12-2017,Meerut,28.98,16.77,0,1.9,10.22
22-12-2017,Meerut,28.98,16.02,0,3.09,12.77
23-12-2017,Meerut,28.98,14.5,0,2.79,14.47
24-12-2017,Meerut,28.98,14.87,0,1.31,12.53
25-12-2017,Meerut,28.98,13.78,0,2.27,12.15
26-12-2017,Meerut,28.98,13.25,0,1.82,12.06
27-12-2017,Meerut,28.98,14.87,0,1.4,12.09
28-12-2017,Meerut,28.98,15.66,0,1.52,11.26
29-12-2017,Meerut,28.98,14.86,0,1.4,10.59
30-12-2017,Meerut,28.98,13.7,0,1.15,9.33
31-12-2017,Meerut,28.98,12.91,0,1.33,7.53
01-01-2018,Meerut,28.98,11.44,0,1.36,9.96
02-01-2018,Meerut,28.98,10.78,0,1.56,7.29
03-01-2018,Meerut,28.98,10.72,0,1.75,8
04-01-2018,Meerut,28.98,11.96,0,1.46,8.89
05-01-2018,Meerut,28.98,12.44,0,1.35,8.87
06-01-2018,Meerut,28.98,11.28,0,2.02,9.48
07-01-2018,Meerut,28.98,11.39,0,2.38,12.54
08-01-2018,Meerut,28.98,11.4,0,1.88,13.38
09-01-2018,Meerut,28.98,11.83,0,2.05,11.71
10-01-2018,Meerut,28.98,12,0,2.71,13.52
11-01-2018,Meerut,28.98,12.82,0,2.53,14.33
12-01-2018,Meerut,28.98,15.05,0,2.13,12.53
13-01-2018,Meerut,28.98,14.27,0,1.88,13.35
14-01-2018,Meerut,28.98,13.53,0,1.77,14.48
15-01-2018,Meerut,28.98,12.91,0,2.4,14.75
16-01-2018,Meerut,28.98,14.37,0,2.15,15.18
17-01-2018,Meerut,28.98,14.96,0,1.34,11.96
18-01-2018,Meerut,28.98,15.98,0,1.73,13.18
19-01-2018,Meerut,28.98,14.92,0,2.05,13.42
20-01-2018,Meerut,28.98,13.76,0,2.39,14.54
21-01-2018,Meerut,28.98,13.89,0,1.52,15.25
22-01-2018,Meerut,28.98,15.49,0,1.08,14.05
23-01-2018,Meerut,28.98,12.15,5.08,2.01,4.22
24-01-2018,Meerut,28.98,11.95,0.02,1.56,10.86
25-01-2018,Meerut,28.98,12.07,0.06,2.45,11.67
26-01-2018,Meerut,28.98,12.28,0,1.8,11.56
27-01-2018,Meerut,28.98,11.54,0,1.72,12.11
28-01-2018,Meerut,28.98,12.59,0,1.95,12.68
29-01-2018,Meerut,28.98,14.1,0,2.42,14.64
30-01-2018,Meerut,28.98,17.63,0,3.52,15.76
31-01-2018,Meerut,28.98,17.38,0,3.8,13.63
01-02-2018,Meerut,28.98,18.99,0,2.38,15.53
02-02-2018,Meerut,28.98,18.53,0,2.05,15.45
03-02-2018,Meerut,28.98,17.15,0,1.73,15.38
04-02-2018,Meerut,28.98,15.22,0,2.17,17.13
05-02-2018,Meerut,28.98,15.48,0,1.62,10.89
06-02-2018,Meerut,28.98,16.74,0,2.19,9.18
07-02-2018,Meerut,28.98,14.5,0,2.56,17.39
08-02-2018,Meerut,28.98,14.91,0,1.68,15.58
09-02-2018,Meerut,28.98,15.04,0,2.08,17.14
10-02-2018,Meerut,28.98,16.91,0,1.58,15.61
11-02-2018,Meerut,28.98,18.94,0.05,1.97,12.12
12-02-2018,Meerut,28.98,15.53,2.76,3.37,7.68
13-02-2018,Meerut,28.98,16.1,0.01,1.57,14.56
14-02-2018,Meerut,28.98,15.64,0,3.13,17.84
15-02-2018,Meerut,28.98,16.69,0,3.08,17.03
16-02-2018,Meerut,28.98,18.42,0,2.42,15.75
17-02-2018,Meerut,28.98,19.48,0,2.8,15.58
18-02-2018,Meerut,28.98,18.15,0,2.15,17.09
19-02-2018,Meerut,28.98,18.93,0,1.78,17.53
20-02-2018,Meerut,28.98,20.8,0,1.69,17.98
21-02-2018,Meerut,28.98,22.4,0,1.96,17.28
22-02-2018,Meerut,28.98,22.62,0,1.84,16.2
23-02-2018,Meerut,28.98,23.77,0,1.12,15.64
24-02-2018,Meerut,28.98,24.17,0,1.76,14.8
25-02-2018,Meerut,28.98,23.34,0.25,1.97,17.14
26-02-2018,Meerut,28.98,20.63,0,3.3,19.71
27-02-2018,Meerut,28.98,22.86,0,2.38,17.87
28-02-2018,Meerut,28.98,22.53,0,1.62,16.12
01-03-2018,Meerut,28.98,22.98,0,2.05,15.46
02-03-2018,Meerut,28.98,24.46,0,2.16,19.27
03-03-2018,Meerut,28.98,24.74,0.06,2.17,17.1
04-03-2018,Meerut,28.98,23.45,1,2.5,15.69
05-03-2018,Meerut,28.98,21.32,0,2.3,20.9
06-03-2018,Meerut,28.98,21.06,0,2.92,20.97
07-03-2018,Meerut,28.98,21.62,0,2.65,21.76
08-03-2018,Meerut,28.98,23.07,0,1.69,21.23
09-03-2018,Meerut,28.98,24.2,0,2.36,20.45
10-03-2018,Meerut,28.98,23.76,0,2.91,20.84
11-03-2018,Meerut,28.98,24.09,0,2.52,21.28
12-03-2018,Meerut,28.98,25.2,0,2.63,21.33
13-03-2018,Meerut,28.98,26.84,0,2,21.85
14-03-2018,Meerut,28.98,27.39,0,1.87,18.51
15-03-2018,Meerut,28.98,25.36,0,2.22,17.84
16-03-2018,Meerut,28.98,24.6,0.03,2.08,18.03
17-03-2018,Meerut,28.98,22.68,0,2.73,23.32
18-03-2018,Meerut,28.98,23.79,0,2.65,23.11
19-03-2018,Meerut,28.98,25.53,0,2.25,19.47
20-03-2018,Meerut,28.98,27.52,0,1.75,18.93
21-03-2018,Meerut,28.98,27.26,0.44,1.66,19.42
22-03-2018,Meerut,28.98,25.69,0.15,1.79,19.86
23-03-2018,Meerut,28.98,24.51,0,2.06,22.34
24-03-2018,Meerut,28.98,25.2,0,2.47,23.06
25-03-2018,Meerut,28.98,25.99,0,2.65,23.48
26-03-2018,Meerut,28.98,26.12,0,2.88,22.96
