date,district,latitude,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,sm_rootzone_m3m3
2017-07-13,Ghaziabad,28.66,30.36,0.09,1.99,22.57,0.3398018
2017-07-14,Ghaziabad,28.66,30.65,0.01,2.44,23.01,0.31279182
2017-07-15,Ghaziabad,28.66,30.82,0.68,2.1,17.44,0.30553627
2017-07-16,Ghaziabad,28.66,31.13,0.54,1.56,15.91,0.37821707
2017-07-17,Ghaziabad,28.66,30.57,8.1,1.68,9.01,0.3819078
2017-07-18,Ghaziabad,28.66,31.64,0.99,1.1,23.71,0.39031473
2017-07-19,Ghaziabad,28.66,32.76,0.23,1.1,24.01,0.38300958
2017-07-20,Ghaziabad,28.66,29.19,11.24,2.06,16.62,0.3891131
2017-07-21,Ghaziabad,28.66,30.48,0.49,2.2,22.46,0.3828354
2017-07-22,Ghaziabad,28.66,29.48,5.32,3.56,17.2,0.37586084
2017-07-23,Ghaziabad,28.66,30.21,1.46,3.34,16.87,0.36673608
2017-07-24,Ghaziabad,28.66,28.74,19.83,2.38,18.48,0.35662714
2017-07-25,Ghaziabad,28.66,29.47,3.47,2.3,16.32,0.37065125
2017-07-26,Ghaziabad,28.66,30.61,1.84,1.45,19.52,0.3797811
2017-07-27,Ghaziabad,28.66,30.12,0.41,1.79,18.16,0.36065546
2017-07-28,Ghaziabad,28.66,30.45,1.13,2.71,19.85,0.36156335
2017-07-29,Ghaziabad,28.66,30.03,0.08,2.62,18.66,0.35449538
2017-07-30,Ghaziabad,28.66,29.87,4.59,1.81,17.76,0.34431013
2017-07-31,Ghaziabad,28.66,27.76,9.62,1.18,12.8,0.41892815
2017-08-01,Ghaziabad,28.66,28.51,14.79,2.0,12.52,0.42354837
2017-08-02,Ghaziabad,28.66,29.46,5.16,2.49,12.6,0.41937003
2017-08-03,Ghaziabad,28.66,30.28,0.85,3.31,16.04,0.40172577
2017-08-04,Ghaziabad,28.66,30.9,2.68,2.38,15.39,0.3798758
2017-08-05,Ghaziabad,28.66,31.08,0.43,1.23,15.57,0.3607184
2017-08-06,Ghaziabad,28.66,31.18,13.42,1.3,15.45,0.38694382
2017-08-07,Ghaziabad,28.66,30.08,8.06,1.1,9.75,0.414217
2017-08-08,Ghaziabad,28.66,31.22,0.96,0.61,17.12,0.4142259
2017-08-09,Ghaziabad,28.66,30.63,7.41,0.57,12.72,0.4173139
2017-08-10,Ghaziabad,28.66,31.03,1.39,2.41,16.35,0.3995336
2017-08-11,Ghaziabad,28.66,31.34,0.93,3.72,18.98,0.37328783
2017-08-12,Ghaziabad,28.66,31.46,0.01,3.85,18.76,0.351895
2017-08-13,Ghaziabad,28.66,31.21,0.0,2.66,18.9,0.33589935
2017-08-14,Ghaziabad,28.66,30.96,0.19,1.8,19.95,0.3230349
2017-08-15,Ghaziabad,28.66,31.84,0.0,2.0,21.2,0.31117883
2017-08-16,Ghaziabad,28.66,31.45,0.0,2.87,22.41,0.2986711
2017-08-17,Ghaziabad,28.66,31.64,0.0,2.55,22.2,0.28248024
2017-08-18,Ghaziabad,28.66,32.04,0.01,1.7,20.55,0.2676525
2017-08-19,Ghaziabad,28.66,29.2,29.14,1.51,4.45,0.3418077
2017-08-20,Ghaziabad,28.66,30.42,0.33,1.89,21.62,0.34807968
2017-08-21,Ghaziabad,28.66,30.78,0.63,1.98,20.52,0.33679137
2017-08-22,Ghaziabad,28.66,31.67,2.57,0.91,17.12,0.34874216
2017-08-23,Ghaziabad,28.66,29.54,21.48,0.83,11.78,0.37934813
2017-08-24,Ghaziabad,28.66,29.8,0.56,0.73,16.7,0.3817266
2017-08-25,Ghaziabad,28.66,30.8,3.22,0.7,16.93,0.38852945
2017-08-26,Ghaziabad,28.66,30.09,4.58,1.3,12.57,0.4043859
2017-08-27,Ghaziabad,28.66,30.54,1.11,1.11,21.64,0.3765386
2017-08-28,Ghaziabad,28.66,28.83,1.9,2.47,14.14,0.38456854
2017-08-29,Ghaziabad,28.66,29.15,0.12,3.3,16.57,0.3770504
2017-08-30,Ghaziabad,28.66,29.74,1.6,2.82,16.97,0.3793284
2017-08-31,Ghaziabad,28.66,28.17,20.06,2.0,10.96,0.4241352
2017-09-01,Ghaziabad,28.66,28.11,24.16,2.35,12.88,0.4176712
2017-09-02,Ghaziabad,28.66,27.77,7.18,2.21,13.03,0.41384378
2017-09-03,Ghaziabad,28.66,28.85,0.16,1.54,21.52,0.3956337
2017-09-04,Ghaziabad,28.66,29.55,0.0,1.51,20.99,0.3740902
2017-09-05,Ghaziabad,28.66,29.61,0.38,2.03,21.14,0.3614254
2017-09-06,Ghaziabad,28.66,29.64,3.59,1.37,20.62,0.3617147
2017-09-07,Ghaziabad,28.66,29.04,10.75,1.21,14.83,0.38694
2017-09-08,Ghaziabad,28.66,29.13,0.0,1.35,19.94,0.37114015
2017-09-09,Ghaziabad,28.66,29.59,0.0,1.57,21.87,0.3496901
2017-09-10,Ghaziabad,28.66,30.25,0.0,1.48,21.76,0.33331618
2017-09-11,Ghaziabad,28.66,30.07,0.16,1.65,18.47,0.31857172
2017-09-12,Ghaziabad,28.66,30.13,0.07,1.63,19.43,0.3041738
2017-09-13,Ghaziabad,28.66,30.01,0.0,1.31,19.02,0.29100928
2017-09-14,Ghaziabad,28.66,29.95,0.0,1.28,13.96,0.27984557
2017-09-15,Ghaziabad,28.66,30.07,0.0,1.33,19.55,0.26801872
2017-09-16,Ghaziabad,28.66,29.12,0.14,1.35,10.31,0.259257
2017-09-17,Ghaziabad,28.66,29.55,0.0,2.02,16.88,0.2513205
2017-09-18,Ghaziabad,28.66,29.61,0.28,2.04,21.13,0.24077797
2017-09-19,Ghaziabad,28.66,29.33,3.35,1.15,19.07,0.23580997
2017-09-20,Ghaziabad,28.66,29.16,0.0,1.23,18.86,0.23095448
2017-09-21,Ghaziabad,28.66,29.19,1.02,1.36,16.13,0.23276775
2017-09-22,Ghaziabad,28.66,26.25,41.42,1.9,3.53,0.42278862
2017-09-23,Ghaziabad,28.66,24.96,63.48,1.8,5.85,0.41772398
2017-09-24,Ghaziabad,28.66,23.94,1.95,1.95,16.59,0.38931403
2017-09-25,Ghaziabad,28.66,26.03,0.0,1.83,20.97,0.37098694
2017-09-26,Ghaziabad,28.66,26.94,0.0,1.42,20.91,0.35582924
2017-09-27,Ghaziabad,28.66,27.23,0.0,1.09,20.62,0.3420639
2017-09-28,Ghaziabad,28.66,27.75,0.0,1.24,20.36,0.33003363
2017-09-29,Ghaziabad,28.66,27.84,0.0,1.06,19.2,0.31888643
2017-09-30,Ghaziabad,28.66,27.3,0.0,1.23,20.8,0.3079338
2017-10-01,Ghaziabad,28.66,26.82,0.0,1.35,20.81,0.29712042
2017-10-02,Ghaziabad,28.66,26.97,0.0,1.36,21.41,0.2870655
2017-10-03,Ghaziabad,28.66,26.25,0.0,1.45,21.17,0.27769852
2017-10-04,Ghaziabad,28.66,26.03,0.0,1.13,19.5,0.2691504
2017-10-05,Ghaziabad,28.66,25.96,0.0,1.59,18.96,0.2609819
2017-10-06,Ghaziabad,28.66,26.06,0.0,1.6,18.81,0.25267473
2017-10-07,Ghaziabad,28.66,26.53,0.0,1.42,20.04,0.24487813
2017-10-08,Ghaziabad,28.66,28.17,0.0,0.8,19.08,0.2377383
2017-10-09,Ghaziabad,28.66,28.78,0.0,0.77,17.69,0.23129082
2017-10-10,Ghaziabad,28.66,28.22,0.0,0.95,17.28,0.22523244
2017-10-11,Ghaziabad,28.66,28.02,0.0,0.71,17.05,0.21923383
2017-10-12,Ghaziabad,28.66,27.45,0.0,1.33,16.54,0.21332867
2017-10-13,Ghaziabad,28.66,27.34,0.0,1.51,17.15,0.20698166
2017-10-14,Ghaziabad,28.66,26.87,0.0,1.45,18.68,0.20121701
2017-10-15,Ghaziabad,28.66,26.49,0.0,1.56,18.87,0.19630878
2017-10-16,Ghaziabad,28.66,26.3,0.0,1.47,18.96,0.19211261
2017-10-17,Ghaziabad,28.66,25.32,0.0,1.72,17.9,0.18779628
2017-10-18,Ghaziabad,28.66,24.76,0.0,1.72,17.98,0.18402863
2017-10-19,Ghaziabad,28.66,26.61,0.0,1.07,17.23,0.18065707
2017-10-20,Ghaziabad,28.66,27.03,0.0,1.16,16.68,0.1776479
2017-10-21,Ghaziabad,28.66,25.07,0.0,1.72,15.36,0.17437427
2017-10-22,Ghaziabad,28.66,25.98,0.0,1.19,17.49,0.17148845
2017-10-23,Ghaziabad,28.66,25.26,0.0,1.28,17.27,0.16881816
2017-10-24,Ghaziabad,28.66,23.56,0.0,1.85,15.56,0.16612561
2017-10-25,Ghaziabad,28.66,23.33,0.0,1.51,14.96,0.16365115
2017-10-26,Ghaziabad,28.66,24.23,0.0,0.92,13.73,0.161712
2017-10-27,Ghaziabad,28.66,23.91,0.0,1.13,13.43,0.16023763
2017-10-28,Ghaziabad,28.66,23.82,0.0,1.05,15.17,0.1588351
2017-10-29,Ghaziabad,28.66,22.76,0.0,1.2,13.37,0.15747325
2017-10-30,Ghaziabad,28.66,22.91,0.0,1.07,13.44,0.1563174
2017-10-31,Ghaziabad,28.66,22.48,0.0,0.96,12.31,0.15544064
2017-11-01,Ghaziabad,28.66,22.11,0.0,1.1,13.15,0.15451114
2017-11-02,Ghaziabad,28.66,22.15,0.0,1.2,12.82,0.15370242
2017-11-03,Ghaziabad,28.66,22.78,0.0,0.87,11.53,0.15334193
2017-11-04,Ghaziabad,28.66,23.61,0.0,0.95,12.34,0.15286128
2017-11-05,Ghaziabad,28.66,23.46,0.0,1.06,13.07,0.15230815
2017-11-06,Ghaziabad,28.66,21.53,0.0,1.49,11.12,0.1517423
2017-11-07,Ghaziabad,28.66,20.47,0.0,1.39,10.86,0.15124448
2017-11-08,Ghaziabad,28.66,20.35,0.0,1.57,9.7,0.15079753
2017-11-09,Ghaziabad,28.66,20.96,0.0,1.54,10.49,0.15034103
2017-11-10,Ghaziabad,28.66,20.87,0.0,1.39,11.3,0.14987183
2017-11-11,Ghaziabad,28.66,20.77,0.0,1.29,10.67,0.14946747
2017-11-12,Ghaziabad,28.66,19.73,0.0,1.47,10.51,0.14913304
2017-11-13,Ghaziabad,28.66,20.43,0.0,0.96,11.04,0.14876747
2017-11-14,Ghaziabad,28.66,19.31,0.0,2.12,11.06,0.14841716
2017-11-15,Ghaziabad,28.66,19.54,0.0,1.66,9.69,0.14981396
2017-11-16,Ghaziabad,28.66,19.67,0.0,1.39,10.31,0.15044658
2017-11-17,Ghaziabad,28.66,19.13,0.03,2.1,9.44,0.14992015
2017-11-18,Ghaziabad,28.66,19.1,0.08,1.92,8.33,0.1507848
2017-11-19,Ghaziabad,28.66,17.95,0.0,2.62,11.11,0.1507314
2017-11-20,Ghaziabad,28.66,16.08,0.0,2.33,12.4,0.14987946
2017-11-21,Ghaziabad,28.66,15.3,0.0,2.44,13.81,0.14924367
2017-11-22,Ghaziabad,28.66,15.72,0.0,2.41,13.8,0.14864604
2017-11-23,Ghaziabad,28.66,15.84,0.0,2.13,14.28,0.1480395
2017-11-24,Ghaziabad,28.66,15.54,0.0,1.9,13.73,0.14748828
2017-11-25,Ghaziabad,28.66,16.78,0.0,1.66,13.37,0.14699936
2017-11-26,Ghaziabad,28.66,17.42,0.0,1.56,13.23,0.14658101
2017-11-27,Ghaziabad,28.66,15.53,0.0,2.19,13.04,0.14621289
2017-11-28,Ghaziabad,28.66,17.57,0.0,1.7,14.03,0.14586575
2017-11-29,Ghaziabad,28.66,18.64,0.0,0.99,13.68,0.14559746
2017-11-30,Ghaziabad,28.66,17.73,0.0,1.52,12.75,0.1452961
2017-12-01,Ghaziabad,28.66,16.81,0.0,1.43,12.69,0.1450119
2017-12-02,Ghaziabad,28.66,17.3,0.0,1.16,11.71,0.14477222
2017-12-03,Ghaziabad,28.66,17.22,0.0,1.11,8.59,0.1445872
2017-12-04,Ghaziabad,28.66,17.2,0.0,1.04,8.88,0.14445114
2017-12-05,Ghaziabad,28.66,17.87,0.01,1.2,6.68,0.14440791
2017-12-06,Ghaziabad,28.66,17.2,0.05,1.56,9.18,0.14575513
2017-12-07,Ghaziabad,28.66,17.15,0.01,2.17,12.63,0.14613087
2017-12-08,Ghaziabad,28.66,16.24,0.0,2.24,13.98,0.14559937
2017-12-09,Ghaziabad,28.66,17.15,0.0,1.12,13.52,0.14514096
2017-12-10,Ghaziabad,28.66,17.57,0.0,1.06,13.19,0.14482053
2017-12-11,Ghaziabad,28.66,16.7,0.57,1.19,7.16,0.16060257
2017-12-12,Ghaziabad,28.66,16.62,3.94,1.44,10.03,0.21586926
2017-12-13,Ghaziabad,28.66,14.44,0.0,1.57,7.87,0.21345711
2017-12-14,Ghaziabad,28.66,12.69,0.0,2.04,8.32,0.20697086
2017-12-15,Ghaziabad,28.66,12.92,0.0,2.64,10.21,0.20129585
2017-12-16,Ghaziabad,28.66,11.96,0.0,3.16,12.24,0.19608371
2017-12-17,Ghaziabad,28.66,12.6,0.0,3.18,14.2,0.19077618
2017-12-18,Ghaziabad,28.66,13.68,0.0,3.09,13.74,0.18544324
2017-12-19,Ghaziabad,28.66,14.43,0.0,2.23,11.02,0.18102138
2017-12-20,Ghaziabad,28.66,15.13,0.0,1.52,9.41,0.17785136
2017-12-21,Ghaziabad,28.66,16.56,0.0,1.99,10.22,0.17501831
2017-12-22,Ghaziabad,28.66,16.01,0.0,2.92,12.77,0.17202313
2017-12-23,Ghaziabad,28.66,14.91,0.0,2.81,14.47,0.16882388
2017-12-24,Ghaziabad,28.66,15.37,0.0,1.13,12.53,0.16621272
2017-12-25,Ghaziabad,28.66,13.87,0.0,2.18,12.15,0.16398494
2017-12-26,Ghaziabad,28.66,13.65,0.0,1.76,12.06,0.16196759
2017-12-27,Ghaziabad,28.66,15.39,0.0,1.29,12.09,0.16010284
2017-12-28,Ghaziabad,28.66,16.29,0.0,1.38,11.26,0.1584409
2017-12-29,Ghaziabad,28.66,15.06,0.0,1.38,10.59,0.15688324
2017-12-30,Ghaziabad,28.66,13.34,0.0,1.38,9.33,0.15560786
2017-12-31,Ghaziabad,28.66,12.81,0.0,1.4,7.53,0.1544857
2018-01-01,Ghaziabad,28.66,12.07,0.0,1.37,9.96,0.15339597
2018-01-02,Ghaziabad,28.66,10.98,0.0,1.48,7.29,0.15255165
2018-01-03,Ghaziabad,28.66,11.02,0.0,1.64,8.0,0.15177219
2018-01-04,Ghaziabad,28.66,12.51,0.0,1.29,8.89,0.15104993
2018-01-05,Ghaziabad,28.66,13.02,0.0,1.25,8.87,0.15048091
2018-01-06,Ghaziabad,28.66,11.71,0.0,1.81,9.48,0.14994049
2018-01-07,Ghaziabad,28.66,11.65,0.0,2.21,12.54,0.14937401
2018-01-08,Ghaziabad,28.66,11.97,0.0,1.83,13.38,0.14881897
2018-01-09,Ghaziabad,28.66,11.94,0.0,1.9,11.71,0.14825757
2018-01-10,Ghaziabad,28.66,12.56,0.0,2.59,13.52,0.14773941
2018-01-11,Ghaziabad,28.66,13.25,0.0,2.54,14.33,0.14718501
2018-01-12,Ghaziabad,28.66,15.13,0.0,2.09,12.53,0.14659946
2018-01-13,Ghaziabad,28.66,14.88,0.0,1.75,13.35,0.14609528
2018-01-14,Ghaziabad,28.66,14.12,0.0,1.62,14.48,0.1456356
2018-01-15,Ghaziabad,28.66,13.23,0.0,2.32,14.75,0.14522107
2018-01-16,Ghaziabad,28.66,14.54,0.0,2.05,15.18,0.1447881
2018-01-17,Ghaziabad,28.66,15.02,0.0,1.36,11.96,0.14436786
2018-01-18,Ghaziabad,28.66,16.6,0.0,1.48,13.18,0.14400673
2018-01-19,Ghaziabad,28.66,15.33,0.0,1.9,13.42,0.14362653
2018-01-20,Ghaziabad,28.66,13.98,0.0,2.27,14.54,0.14330418
2018-01-21,Ghaziabad,28.66,14.24,0.0,1.47,15.25,0.14296722
2018-01-22,Ghaziabad,28.66,15.6,0.0,1.02,14.05,0.14268684
2018-01-23,Ghaziabad,28.66,12.97,3.1,1.84,4.22,0.21716435
2018-01-24,Ghaziabad,28.66,12.18,0.01,1.54,10.86,0.27131334
2018-01-25,Ghaziabad,28.66,12.37,0.04,2.28,11.67,0.25269
2018-01-26,Ghaziabad,28.66,12.95,0.0,1.71,11.56,0.23828761
2018-01-27,Ghaziabad,28.66,12.25,0.0,1.6,12.11,0.2267456
2018-01-28,Ghaziabad,28.66,13.32,0.0,1.72,12.68,0.21693039
2018-01-29,Ghaziabad,28.66,14.39,0.0,2.19,14.64,0.20838802
2018-01-30,Ghaziabad,28.66,17.75,0.0,3.25,15.76,0.20019977
2018-01-31,Ghaziabad,28.66,17.86,0.0,3.63,13.63,0.1922086
2018-02-01,Ghaziabad,28.66,18.92,0.0,2.13,15.53,0.18467204
2018-02-02,Ghaziabad,28.66,18.51,0.0,1.82,15.45,0.17855899
2018-02-03,Ghaziabad,28.66,17.51,0.0,1.65,15.38,0.17314212
2018-02-04,Ghaziabad,28.66,15.27,0.0,2.15,17.13,0.16848247
2018-02-05,Ghaziabad,28.66,15.94,0.0,1.58,10.89,0.16463661
2018-02-06,Ghaziabad,28.66,16.92,0.0,2.05,9.18,0.16142209
2018-02-07,Ghaziabad,28.66,15.37,0.0,2.58,17.39,0.15853755
2018-02-08,Ghaziabad,28.66,15.69,0.0,1.63,15.58,0.15615273
2018-02-09,Ghaziabad,28.66,15.44,0.0,1.83,17.14,0.15408199
2018-02-10,Ghaziabad,28.66,17.38,0.0,1.34,15.61,0.15237744
2018-02-11,Ghaziabad,28.66,19.17,0.41,2.14,12.12,0.15305774
2018-02-12,Ghaziabad,28.66,16.99,2.89,2.81,7.68,0.22640546
2018-02-13,Ghaziabad,28.66,16.7,0.03,1.48,14.56,0.22140248
2018-02-14,Ghaziabad,28.66,15.98,0.0,2.96,17.84,0.20940526
2018-02-15,Ghaziabad,28.66,17.39,0.0,3.01,17.03,0.19894409
2018-02-16,Ghaziabad,28.66,18.72,0.0,2.27,15.75,0.18999672
2018-02-17,Ghaziabad,28.66,19.84,0.0,2.48,15.58,0.18209267
2018-02-18,Ghaziabad,28.66,18.94,0.0,2.03,17.09,0.17518489
2018-02-19,Ghaziabad,28.66,19.66,0.0,1.58,17.53,0.16928737
2018-02-20,Ghaziabad,28.66,21.17,0.0,1.53,17.98,0.16416867
2018-02-21,Ghaziabad,28.66,23.15,0.0,1.59,17.28,0.15989049
2018-02-22,Ghaziabad,28.66,23.03,0.0,1.63,16.2,0.1567332
2018-02-23,Ghaziabad,28.66,24.59,0.0,1.0,15.64,0.15421422
2018-02-24,Ghaziabad,28.66,24.96,0.0,1.53,14.8,0.15726407
2018-02-25,Ghaziabad,28.66,23.86,0.02,2.12,17.14,0.15540187
2018-02-26,Ghaziabad,28.66,21.07,0.0,3.12,19.71,0.15294456
2018-02-27,Ghaziabad,28.66,23.31,0.0,2.29,17.87,0.15088336
2018-02-28,Ghaziabad,28.66,23.09,0.0,1.56,16.12,0.1492405
2018-03-01,Ghaziabad,28.66,23.92,0.0,1.9,15.46,0.14783287
2018-03-02,Ghaziabad,28.66,24.99,0.0,1.87,19.27,0.14643669
2018-03-03,Ghaziabad,28.66,25.05,0.0,1.75,17.1,0.14710872
2018-03-04,Ghaziabad,28.66,24.22,1.52,2.47,15.69,0.15569115
2018-03-05,Ghaziabad,28.66,21.66,0.0,2.08,20.9,0.16197078
2018-03-06,Ghaziabad,28.66,21.34,0.0,2.68,20.97,0.15724881
2018-03-07,Ghaziabad,28.66,22.04,0.0,2.46,21.76,0.15377109
2018-03-08,Ghaziabad,28.66,23.93,0.0,1.41,21.23,0.15103531
2018-03-09,Ghaziabad,28.66,24.56,0.0,1.88,20.45,0.15001297
2018-03-10,Ghaziabad,28.66,24.36,0.0,2.61,20.84,0.14910571
2018-03-11,Ghaziabad,28.66,24.4,0.0,2.39,21.28,0.14705276
2018-03-12,Ghaziabad,28.66,25.38,0.0,2.29,21.33,0.14532407
2018-03-13,Ghaziabad,28.66,27.11,0.0,1.66,21.85,0.14372317
2018-03-14,Ghaziabad,28.66,27.27,0.0,1.82,18.51,0.14234288
2018-03-15,Ghaziabad,28.66,25.5,0.0,2.37,17.84,0.1441822
2018-03-16,Ghaziabad,28.66,25.09,0.0,1.88,18.03,0.14529927
2018-03-17,Ghaziabad,28.66,23.13,0.0,2.75,23.32,0.14411609
2018-03-18,Ghaziabad,28.66,24.24,0.0,2.48,23.11,0.14274406
2018-03-19,Ghaziabad,28.66,25.99,0.0,1.84,19.47,0.14159393
2018-03-20,Ghaziabad,28.66,27.99,0.0,1.49,18.93,0.1406269
2018-03-21,Ghaziabad,28.66,27.86,0.03,2.12,19.42,0.17685826
2018-03-22,Ghaziabad,28.66,25.76,0.01,1.96,19.86,0.18507703
2018-03-23,Ghaziabad,28.66,24.56,0.0,2.2,22.34,0.17421341
2018-03-24,Ghaziabad,28.66,25.28,0.0,2.34,23.06,0.1651376
2018-03-25,Ghaziabad,28.66,26.24,0.0,2.68,23.48,0.15809059
2018-03-26,Ghaziabad,28.66,26.3,0.0,2.74,22.96,0.1530838
2018-03-27,Ghaziabad,28.66,27.67,0.0,2.04,23.21,0.14953995
2018-03-28,Ghaziabad,28.66,29.76,0.0,1.83,23.84,0.1467622
2018-03-29,Ghaziabad,28.66,28.06,0.0,2.8,24.01,0.14448547
2018-03-30,Ghaziabad,28.66,28.17,0.0,2.54,25.45,0.14268875
2018-03-31,Ghaziabad,28.66,28.24,0.0,1.8,22.99,0.14134152
2018-04-01,Ghaziabad,28.66,27.83,0.0,1.97,23.01,0.14031284
2018-04-02,Ghaziabad,28.66,29.12,0.0,1.36,22.03,0.13948695
2018-04-03,Ghaziabad,28.66,30.07,0.0,1.38,20.51,0.14389737
2018-04-04,Ghaziabad,28.66,31.96,0.0,1.35,22.23,0.149278
2018-04-05,Ghaziabad,28.66,32.08,0.0,1.12,20.68,0.1467495
2018-04-06,Ghaziabad,28.66,31.79,0.81,1.42,16.11,0.16282272
2018-04-07,Ghaziabad,28.66,30.1,2.16,1.32,21.11,0.17351024
2018-04-08,Ghaziabad,28.66,29.74,1.26,2.17,22.0,0.1852595
2018-04-09,Ghaziabad,28.66,29.02,8.99,1.42,13.19,0.19436836
2018-04-10,Ghaziabad,28.66,29.1,3.29,1.06,20.8,0.18433316
2018-04-11,Ghaziabad,28.66,29.74,2.55,1.08,17.72,0.19237773
2018-04-12,Ghaziabad,28.66,28.01,0.06,1.38,23.06,0.19050916
2018-04-13,Ghaziabad,28.66,27.41,0.0,2.24,26.32,0.1754926
2018-04-14,Ghaziabad,28.66,28.78,0.0,2.3,24.83,0.16362698
2018-04-15,Ghaziabad,28.66,31.13,0.0,1.72,22.98,0.15568161
2018-04-16,Ghaziabad,28.66,32.55,0.0,1.58,17.62,0.15550995
2018-04-17,Ghaziabad,28.66,32.78,0.14,1.73,23.19,0.15372086
2018-04-18,Ghaziabad,28.66,32.32,0.0,3.97,25.71,0.14896584
2018-04-19,Ghaziabad,28.66,32.49,0.0,2.57,24.04,0.14571698
2018-04-20,Ghaziabad,28.66,32.8,0.27,3.94,20.59,0.15346082
2018-04-21,Ghaziabad,28.66,28.49,0.0,2.81,24.04,0.15310287
2018-04-22,Ghaziabad,28.66,28.34,0.0,3.65,27.53,0.14857228
2018-04-23,Ghaziabad,28.66,29.03,0.0,3.25,26.95,0.14533806
2018-04-24,Ghaziabad,28.66,31.23,0.0,2.66,26.73,0.14272754
2018-04-25,Ghaziabad,28.66,33.39,0.0,2.16,26.63,0.14072864
2018-04-26,Ghaziabad,28.66,34.94,0.0,1.36,25.04,0.13934262
2018-04-27,Ghaziabad,28.66,33.36,0.0,1.88,22.83,0.14629428
2018-04-28,Ghaziabad,28.66,34.82,0.0,1.7,22.79,0.15139072
2018-04-29,Ghaziabad,28.66,34.98,0.06,1.94,22.38,0.15460841
2018-04-30,Ghaziabad,28.66,35.34,1.28,1.62,24.51,0.168094
2018-05-01,Ghaziabad,28.66,34.5,0.0,2.17,24.4,0.16706784
2018-05-02,Ghaziabad,28.66,32.92,5.29,1.97,20.5,0.1585083
2018-05-03,Ghaziabad,28.66,32.51,0.43,2.62,20.21,0.15612411
2018-05-04,Ghaziabad,28.66,32.62,0.25,2.29,23.23,0.15398662
2018-05-05,Ghaziabad,28.66,34.05,0.0,1.1,24.19,0.14974594
2018-05-06,Ghaziabad,28.66,34.8,0.0,1.27,21.83,0.14676158
2018-05-07,Ghaziabad,28.66,34.03,0.0,2.31,24.81,0.14378674
2018-05-08,Ghaziabad,28.66,31.16,1.53,2.51,22.06,0.15410297
2018-05-09,Ghaziabad,28.66,31.74,0.46,2.02,19.71,0.17371304
2018-05-10,Ghaziabad,28.66,32.91,0.11,1.91,25.03,0.17260806
2018-05-11,Ghaziabad,28.66,35.48,0.0,2.02,25.27,0.16018486
2018-05-12,Ghaziabad,28.66,37.2,0.0,0.94,23.01,0.15761311
2018-05-13,Ghaziabad,28.66,36.08,1.19,1.19,22.05,0.16299312
2018-05-14,Ghaziabad,28.66,33.58,0.18,1.33,20.95,0.16341908
2018-05-15,Ghaziabad,28.66,34.8,0.0,1.31,18.77,0.15666072
2018-05-16,Ghaziabad,28.66,35.63,0.15,2.49,23.01,0.15084584
2018-05-17,Ghaziabad,28.66,35.95,0.0,2.58,21.13,0.14608447
2018-05-18,Ghaziabad,28.66,36.0,0.06,2.05,22.73,0.1430893
2018-05-19,Ghaziabad,28.66,36.14,0.1,0.98,20.25,0.14210956
2018-05-20,Ghaziabad,28.66,36.41,0.0,2.89,23.42,0.14103317
2018-05-21,Ghaziabad,28.66,36.6,0.0,3.25,26.1,0.13938904
2018-05-22,Ghaziabad,28.66,37.47,0.0,2.25,25.54,0.13832283
2018-05-23,Ghaziabad,28.66,37.97,0.0,1.32,24.43,0.13776207
2018-05-24,Ghaziabad,28.66,37.66,0.0,2.61,22.27,0.13747215
2018-05-25,Ghaziabad,28.66,36.67,0.0,1.95,26.71,0.13725917
2018-05-26,Ghaziabad,28.66,37.01,0.0,2.07,27.63,0.13710277
2018-05-27,Ghaziabad,28.66,37.71,0.0,1.83,25.72,0.13703983
2018-05-28,Ghaziabad,28.66,37.03,0.0,1.55,24.12,0.13700867
2018-05-29,Ghaziabad,28.66,38.17,0.0,1.52,25.05,0.13938586
2018-05-30,Ghaziabad,28.66,35.83,0.0,2.5,20.47,0.14331372
2018-05-31,Ghaziabad,28.66,37.57,0.0,1.7,23.37,0.14502907
2018-06-01,Ghaziabad,28.66,38.2,0.13,2.31,24.41,0.15293439
2018-06-02,Ghaziabad,28.66,34.29,7.29,2.33,20.96,0.15838242
2018-06-03,Ghaziabad,28.66,35.1,0.0,1.96,24.0,0.15190442
2018-06-04,Ghaziabad,28.66,36.65,0.0,2.77,23.72,0.14750862
2018-06-05,Ghaziabad,28.66,37.67,1.64,3.09,21.67,0.14537685
2018-06-06,Ghaziabad,28.66,36.0,6.98,2.03,14.97,0.15977669
2018-06-07,Ghaziabad,28.66,36.18,0.06,1.57,22.57,0.15616734
2018-06-08,Ghaziabad,28.66,37.75,0.05,2.37,20.51,0.15576617
2018-06-09,Ghaziabad,28.66,36.33,6.12,2.12,17.76,0.2227103
2018-06-10,Ghaziabad,28.66,34.67,0.42,1.68,21.46,0.33806992
2018-06-11,Ghaziabad,28.66,36.28,0.0,3.24,23.24,0.26895142
2018-06-12,Ghaziabad,28.66,38.06,0.0,3.27,22.42,0.22687595
2018-06-13,Ghaziabad,28.66,38.44,0.0,5.35,21.36,0.1967411
2018-06-14,Ghaziabad,28.66,37.39,0.13,4.84,20.02,0.17534256
2018-06-15,Ghaziabad,28.66,36.77,0.0,3.67,21.25,0.16165988
2018-06-16,Ghaziabad,28.66,37.21,0.02,3.87,20.46,0.15393257
2018-06-17,Ghaziabad,28.66,35.73,0.01,2.79,21.04,0.15238826
